problem_id,nav_title,nav_problem_type,ftext_section,ftext_problem_number,ftext_problem_title,match_level,base_url,target_method,direct_url,browser_verified,notes
M1-TR-016,正弦定理の基本利用,2角と1辺から正弦定理でもう1辺（または角）を求める,数学I / 平面図形・空間図形の計量 / 三角比の応用,prob-s78-1,正弦定理の利用〜その1〜,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8#prob-s78-1,not_individually_verified(mechanism confirmed via 11-case sample),正弦定理 a/sinA=b/sinB を用いて未知の辺を求める基本形が一致。数値のみ相違
M1-TR-017,正弦定理と外接円,正弦定理から外接円の半径R、およびRから辺を求める,数学I / 平面図形・空間図形の計量 / 三角比の応用,prob-s78-1,正弦定理の利用〜その1〜,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8#prob-s78-1,verified_pc_2026-09-13,同じ問題内でR=a/(2sinA)による外接円半径の計算を実演しており、TR-017(1)と直接一致
M1-TR-018,余弦定理の基本利用,2辺とその間の角(SAS)から余弦定理で残りの辺を求める,数学I / 平面図形・空間図形の計量 / 三角比の応用,prob-s78-3,余弦定理の利用〜その1〜,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8#prob-s78-3,verified_pc_2026-09-13,"b,c,Aから余弦定理でaを求める形式・手順が完全一致。数値のみ相違"
M1-TR-019,余弦定理で辺を求める（二次方程式型）,辺・対角でない角(SSA)から余弦定理を立てるとaの二次方程式になり、2解とも三角形として成立するか吟味する,数学I / 平面図形・空間図形の計量,,,NONE,,none,,n/a,section_id=78内の余弦定理問題2件はいずれも二次方程式・複数解の吟味を要さないSASまたは3辺既知の形。同種のambiguous case（2次方程式で2解を検討する型）はFTEXT内で見当たらず、無理な代替はしない
M1-TR-020,余弦定理で角を求める,3辺の長さから余弦定理を変形して1つの角を求める,数学I / 平面図形・空間図形の計量 / 三角比の応用,prob-s78-4,余弦定理の利用〜その2〜,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8#prob-s78-4,not_individually_verified(mechanism confirmed via 11-case sample),3辺既知からcosA=(b²+c²-a²)/2bcで角を求める形式が完全一致
M1-TR-021,三角形の形状判定,3辺既知の三角形の形状判定（余弦定理でcosの符号を調べ鋭角・直角・鈍角を判定）,数学I / 平面図形・空間図形の計量 / 三角比の応用,prob-s78-4,余弦定理の利用～その2～,CLOSE,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/01-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E5%BF%9C%E7%94%A8#prob-s78-4,not_individually_verified(mechanism confirmed via 11-case sample),3辺から余弦定理でcosを求める技能は同一。FTEXT側はcosBが汚い値になる例で『三角比の表よりB≒49°』と注記しており、cos符号→鋭角/鈍角の考え方に近いが、鋭角・直角・鈍角の分類そのものを問う設問ではないためCLOSE。
M1-TR-022,正弦定理・余弦定理による三角形の決定（標準型）,2辺と挟角（SAS）から残りの辺・角を決定,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-2,b. 2辺とその間の角が与えられた場合,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-2,verified_pc_2026-09-13,SAS→余弦定理で残り辺→正弦/余弦定理で残り角、という骨格が完全一致。数値・角度のみ相違。
M1-TR-023,三角形の決定（複数解の判断を含む）,2辺と挟まない角（SSA）から三角形を決定・複数解の判断,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-4,d. 2辺とその間でない角が与えられた場合,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-4,not_individually_verified(mechanism confirmed via 11-case sample),SSAの多解性判定（sinBから2通りのBを出し、内角和で不適を除く）という骨格が完全一致。
M1-TR-024,正弦の比と辺の比,正弦の比→辺の比の変換、余弦定理でcosCを求める,,,,NONE,,none,,n/a,sinA:sinB:sinC の比から辺の比へ変換する技能に直接対応する問題がFTEXT側に見当たらなかった（複数の言い換えで検索したが該当なし）。無理な対応付けはしない。
M1-TR-025,正弦の比と最大角,正弦の比→辺の比の変換、最大角を余弦定理で求める,,,,NONE,,none,,n/a,TR024と同系統。比から最大角を求める技能に対応する問題が見当たらない。
M1-TR-026,内分点までの長さ,三角形内部の分点までの長さ（隣接角の補角関係cosθ=-cosθ'を利用した連立）,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-6,二等辺三角形を分割する線の長さ,CLOSE,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-6,not_individually_verified(mechanism confirmed via 11-case sample),『底辺上の点までの補助線の長さを、隣接角どうしのcosの関係(cosθ=cosθ)から連立して求める』という骨格は共通。ただしFTEXT側は二等辺三角形限定（AB=AC）で、nav側は一般の三角形（cos∠ADB=-cos∠ADCという補角関係を使う点が異なる）ためCLOSE止まり。
M1-TR-027,2辺とその間の角から三角形の面積を求める,2辺と挟角から面積 (1/2)ab sinC,数学I / 平面図形・空間図形の計量 / 平面図形の計量,try-s79-2,三角形の面積と内接円の半径,CLOSE,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#try-s79-2,not_individually_verified(mechanism confirmed via 11-case sample),(1)(2)の『SAS→余弦定理で残り辺→(1/2)bcsinAで面積』の部分はTR027と同一技能。ただしFTEXT側は面積の後に内接円半径まで求める発展問題であるため、単独の面積問題とは目的がややずれ、CLOSEとした。
M1-TR-028,3辺から三角形の面積を求める,3辺から面積（余弦定理→sinへ変換→面積公式）,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-3,c. 3辺が与えられた場合,CLOSE,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-3,not_individually_verified(mechanism confirmed via 11-case sample),3辺→余弦定理でcosを求める前半部分の技能は共通。ただしFTEXT側の設問は面積ではなく3角すべての決定が目的で、面積までは踏み込まないためCLOSE。
M1-TR-029,角の二等分線の長さ,角の二等分線の長さ（面積の分割による方程式）,,,,NONE,,none,,n/a,"FTEXTの角の二等分線関連問題(prob-s79-7,8)はいずれも『角の二等分線の定理による底辺の比』を問うもので、二等分線自身の長さ（面積分割で求める別技能）を問う問題ではないため対応させなかった。"
M1-TR-030,円に内接する四角形の面積,円に内接する四角形の面積（cosA=-cosC、余弦定理2回）,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-9,円に内接する四角形,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-9,not_individually_verified(mechanism confirmed via 11-case sample),4辺既知→A+C=180°→cosA=-cosC→余弦定理2回→面積、という手順が完全一致。
M1-TR-031,円に内接する四角形の対角線・面積,円に内接する四角形の対角線の長さ・面積（同技法）,数学I / 平面図形・空間図形の計量 / 平面図形の計量,prob-s79-9,円に内接する四角形,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s79-9,not_individually_verified(mechanism confirmed via 11-case sample),TR030と同一FTEXT問題。対角線の長さを求める(1)部分もprob-s79-9のBD算出と同じ技法。
M1-TR-032,円に内接・外接する正六角形の面積,正六角形の面積（内接・外接、正三角形分割）,,,,NONE,,none,,n/a,正多角形の面積の一般公式（thm系）はあるが、正六角形固有の内接・外接面積を扱う問題は見当たらなかった。
M1-TR-033,三角形の内接円の半径,SASから面積→内接円の半径 r=2S/(a+b+c),数学I / 平面図形・空間図形の計量 / 平面図形の計量,try-s79-2,三角形の面積と内接円の半径,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#try-s79-2,verified_pc_2026-09-13,SAS→余弦定理で残り辺→面積→r=2S/(a+b+c)という手順が完全一致。数値のみ相違。
M1-TR-034,対角線とそのなす角から四角形の面積を求める,対角線とその挟角から四角形の面積 (1/2)d1 d2 sinθ,数学I / 平面図形・空間図形の計量 / 平面図形の計量,try-s79-1,四角形の対角線と面積,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/02-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#try-s79-1,not_individually_verified(mechanism confirmed via 11-case sample),"FTEXT側は一般文字a,b,θでの公式導出そのもの（S=(1/2)absinθ）で、navはこの公式に具体的数値6,8,60°を代入するだけの問題。実質同一技能。"
M1-TR-035,ヘロンの公式,3辺から面積（ヘロンの公式を明示的に使用）,,,,BROAD,,none,,n/a,『3辺から面積を求める』という到達点はprob-s79-3等と同じだが、nav側は明示的に「ヘロンの公式」という別の公式・手順を指定しており、FTEXT側はヘロンの公式という名称・手順を教えていない（余弦定理→sinの手順のみ）。手順が異なるためEXACT/CLOSEにはせずBROADとした。
M1-TR-036,直方体内の三角形の角・面積と垂線,直方体内の対角三角形の角・面積・体積・点と平面の距離,数学I / 平面図形・空間図形の計量 / 空間図形の計量,prob-s80-3,正四面体の計量,BROAD,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s80-3,not_individually_verified(mechanism confirmed via 11-case sample),『空間図形を余弦定理で三角形に帰着させ、面積・体積・垂線の長さを求める』というメタ技能は共通だが、直方体という具体設定に対応する問題は見当たらず、正四面体という別設定での代替のためBROAD。
M1-TR-037,正四面体の辺上の点と三角形,正四面体の辺上の分点間の距離・なす角・面積,数学I / 平面図形・空間図形の計量 / 空間図形の計量,prob-s80-3,正四面体の計量,BROAD,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s80-3,not_individually_verified(mechanism confirmed via 11-case sample),"正四面体の辺や面を余弦定理で処理する点は共通するが、辺上の分点P,Qという具体設定に一致する問題はなく、BROAD。"
M1-TR-038,正四面体の高さと体積,正四面体の高さ・体積（中点からの垂線の長さをcosθ経由で算出）,数学I / 平面図形・空間図形の計量 / 空間図形の計量,prob-s80-3,正四面体の計量,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s80-3,not_individually_verified(mechanism confirmed via 11-case sample),『辺の中点をとり、△AMDにcosθ=∠AMDの余弦定理を用いてAHを求める』という手順がFTEXT prob-s80-3の(2)と完全一致（navは1辺6、FTEXTは1辺1）。体積を求める点も共通。
M1-TR-039,底面の外心を利用する三角錐,外心を利用する三角錐の高さ・体積,数学I / 平面図形・空間図形の計量 / 空間図形の計量,prob-s80-3,正四面体の計量,BROAD,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s80-3,not_individually_verified(mechanism confirmed via 11-case sample),『空間図形→垂線の足を平面図形の特別な点として特定し三平方で高さを出す』というメタ技能はprob-s80-3・prob-s80-4と共通だが、一般三角形の外心を利用する具体設定に一致する問題はなくBROAD。
M1-TR-040,正四面体と内接球,正四面体の体積・内接球の半径・表面積,数学I / 平面図形・空間図形の計量 / 空間図形の計量,prob-s80-3,正四面体の計量,EXACT,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F,native_anchor,https://ftext.org/mathI/06-%E5%B9%B3%E9%9D%A2%E5%9B%B3%E5%BD%A2%E3%83%BB%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F/03-%E7%A9%BA%E9%96%93%E5%9B%B3%E5%BD%A2%E3%81%AE%E8%A8%88%E9%87%8F#prob-s80-3,not_individually_verified(mechanism confirmed via 11-case sample),体積を4つの正三角錐に分割してr=3V/Sで内接球半径を求める手順が(3)と完全一致。表面積は4×(正三角形の面積)で続けて求められる。
M1-TR-041,円錐の側面を1周する最短距離,円錐の側面の展開図における最短距離,,,,NONE,,none,,n/a,円錐の展開図（扇形）上での最短距離という技能に対応する問題が見当たらなかった。扇形の弧の長さの節（数学II）はあるが、この設問自体はカバーされていない。
